id,name,source_ref,description,type_dims,level_dims,basis_dims,environment_dims,mode_dims,physicality_dims,cognitive_dims
f90178da-fa74-52f0-847c-4d5c958ca6e3,Clinical Data Managers,15-2051.02,"Apply knowledge of health care and database management to analyze clinical data, and to identify and report trends.",,,,,,,
5a402d27-c62c-514c-963a-cea4e819c03a,Bioinformatics Technicians,15-2099.01,"Apply principles and methods of bioinformatics to assist scientists in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. Apply bioinformatics tools to visualize, analyze, manipulate or interpret molecular data. May build and maintain databases for processing and analyzing genomic or other biological information.",,,,,,,
6ca916f6-ba86-5e71-bb89-632e85895998,"Architects, Except Landscape and Naval",17-1011.00,"Plan and design structures, such as private residences, office buildings, theaters, factories, and other structural property.",,,,,,,
33c3ad82-d632-5320-8163-c577148bef58,Landscape Architects,17-1012.00,"Plan and design land areas for projects such as parks and other recreational facilities, airports, highways, hospitals, schools, land subdivisions, and commercial, industrial, and residential sites.",,,,,,,
57e1598c-6a87-50c6-92bd-7567513eede9,Cartographers and Photogrammetrists,17-1021.00,"Research, study, and prepare maps and other spatial data in digital or graphic form for one or more purposes, such as legal, social, political, educational, and design purposes. May work with Geographic Information Systems (GIS). May design and evaluate algorithms, data structures, and user interfaces for GIS and mapping systems. May collect, analyze, and interpret geographic information provided by geodetic surveys, aerial photographs, and satellite data.",,,,,,,
1cca9d27-eeee-5eb0-9dfc-3af5ec558cfb,Surveyors,17-1022.00,"Make exact measurements and determine property boundaries. Provide data relevant to the shape, contour, gravitation, location, elevation, or dimension of land or land features on or near the earth's surface for engineering, mapmaking, mining, land evaluation, construction, and other purposes.",,,,,,,
daaf0bbd-7dc2-532a-887a-623bb999f256,Geodetic Surveyors,17-1022.01,"Measure large areas of the Earth's surface using satellite observations, global navigation satellite systems (GNSS), light detection and ranging (LIDAR), or related sources.",,,,,,,
1639b590-8151-5b94-a696-39b563f540ef,Aerospace Engineers,17-2011.00,"Perform engineering duties in designing, constructing, and testing aircraft, missiles, and spacecraft. May conduct basic and applied research to evaluate adaptability of materials and equipment to aircraft design and manufacture. May recommend improvements in testing equipment and techniques.",,,,,,,
0f68fa64-c17d-53aa-9f26-cb12bfb820af,Agricultural Engineers,17-2021.00,"Apply knowledge of engineering technology and biological science to agricultural problems concerned with power and machinery, electrification, structures, soil and water conservation, and processing of agricultural products.",,,,,,,
817dfe72-e21d-51d5-a18c-bd547bc7dce5,Bioengineers and Biomedical Engineers,17-2031.00,"Apply knowledge of engineering, biology, chemistry, computer science, and biomechanical principles to the design, development, and evaluation of biological, agricultural, and health systems and products, such as artificial organs, prostheses, instrumentation, medical information systems, and health management and care delivery systems.",,,,,,,
5ea6c919-f839-58ce-95cb-c0449d8606d4,Chemical Engineers,17-2041.00,"Design chemical plant equipment and devise processes for manufacturing chemicals and products, such as gasoline, synthetic rubber, plastics, detergents, cement, paper, and pulp, by applying principles and technology of chemistry, physics, and engineering.",,,,,,,
38dd0b2e-ee33-5f25-95fb-651e1e20adb0,Civil Engineers,17-2051.00,"Perform engineering duties in planning, designing, and overseeing construction and maintenance of building structures and facilities, such as roads, railroads, airports, bridges, harbors, channels, dams, irrigation projects, pipelines, power plants, and water and sewage systems.",,,,,,,
131d5055-cfb8-5618-bbc8-e156238f12d1,Transportation Engineers,17-2051.01,"Develop plans for surface transportation projects, according to established engineering standards and state or federal construction policy. Prepare designs, specifications, or estimates for transportation facilities. Plan modifications of existing streets, highways, or freeways to improve traffic flow.",,,,,,,
5208c539-73f3-55ed-9d62-22d856a0b94c,Water/Wastewater Engineers,17-2051.02,"Design or oversee projects involving provision of potable water, disposal of wastewater and sewage, or prevention of flood-related damage. Prepare environmental documentation for water resources, regulatory program compliance, data management and analysis, and field work. Perform hydraulic modeling and pipeline design.",,,,,,,
2d92b1b0-9a14-5291-b6b5-3d6e8c68610f,Computer Hardware Engineers,17-2061.00,"Research, design, develop, or test computer or computer-related equipment for commercial, industrial, military, or scientific use. May supervise the manufacturing and installation of computer or computer-related equipment and components.",,,,,,,
f45d5904-2bb3-5b66-a909-73a874d37731,Electrical Engineers,17-2071.00,"Research, design, develop, test, or supervise the manufacturing and installation of electrical equipment, components, or systems for commercial, industrial, military, or scientific use.",,,,,,,
91f7ed18-dd8f-55db-9ad3-5672fdcc9255,"Electronics Engineers, Except Computer",17-2072.00,"Research, design, develop, or test electronic components and systems for commercial, industrial, military, or scientific use employing knowledge of electronic theory and materials properties. Design electronic circuits and components for use in fields such as telecommunications, aerospace guidance and propulsion control, acoustics, or instruments and controls.",,,,,,,
266ecd6c-60f5-58cb-9844-924d3f76f4bd,Radio Frequency Identification Device Specialists,17-2072.01,Design and implement radio frequency identification device (RFID) systems used to track shipments or goods.,,,,,,,
8b3d59aa-b55f-543a-b481-8ea6f0618dc7,Environmental Engineers,17-2081.00,"Research, design, plan, or perform engineering duties in the prevention, control, and remediation of environmental hazards using various engineering disciplines. Work may include waste treatment, site remediation, or pollution control technology.",,,,,,,
950cc83c-7785-5404-a423-572c0ca22e5c,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111.00,"Promote worksite or product safety by applying knowledge of industrial processes, mechanics, chemistry, psychology, and industrial health and safety laws. Includes industrial product safety engineers.",,,,,,,
8869ca46-d968-59d7-a107-860b76ae029e,Fire-Prevention and Protection Engineers,17-2111.02,"Research causes of fires, determine fire protection methods, and design or recommend materials or equipment such as structural components or fire-detection equipment to assist organizations in safeguarding life and property against fire, explosion, and related hazards.",,,,,,,
3386ae2a-5ac5-52da-80d7-ad1fd258daeb,Industrial Engineers,17-2112.00,"Design, develop, test, and evaluate integrated systems for managing industrial production processes, including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production coordination.",,,,,,,
7b01c940-9c4e-5cf8-a132-aaa1adce5725,Human Factors Engineers and Ergonomists,17-2112.01,"Design objects, facilities, and environments to optimize human well-being and overall system performance, applying theory, principles, and data regarding the relationship between humans and respective technology. Investigate and analyze characteristics of human behavior and performance as it relates to the use of technology.",,,,,,,
2a61fee3-5547-57bf-95ac-8660f28e204c,Validation Engineers,17-2112.02,"Design or plan protocols for equipment or processes to produce products meeting internal and external purity, safety, and quality requirements.",,,,,,,
85e38bcb-1c2d-5999-bb60-f4db17163562,Manufacturing Engineers,17-2112.03,"Design, integrate, or improve manufacturing systems or related processes. May work with commercial or industrial designers to refine product designs to increase producibility and decrease costs.",,,,,,,
0dd86b0b-5d93-53d9-b60c-444f2cc56237,Marine Engineers and Naval Architects,17-2121.00,"Design, develop, and evaluate the operation of marine vessels, ship machinery, and related equipment, such as power supply and propulsion systems.",,,,,,,
c3b68ee4-a05f-5f7e-a651-707fab0b1f8c,Materials Engineers,17-2131.00,"Evaluate materials and develop machinery and processes to manufacture materials for use in products that must meet specialized design and performance specifications. Develop new uses for known materials. Includes those engineers working with composite materials or specializing in one type of material, such as graphite, metal and metal alloys, ceramics and glass, plastics and polymers, and naturally occurring materials. Includes metallurgists and metallurgical engineers, ceramic engineers, and welding engineers.",,,,,,,
d4e887df-6f10-510f-a581-7a773d70e15f,Mechanical Engineers,17-2141.00,"Perform engineering duties in planning and designing tools, engines, machines, and other mechanically functioning equipment. Oversee installation, operation, maintenance, and repair of equipment such as centralized heat, gas, water, and steam systems.",,,,,,,
619f2953-c595-583b-b69d-f8a5375ce082,Fuel Cell Engineers,17-2141.01,"Design, evaluate, modify, or construct fuel cell components or systems for transportation, stationary, or portable applications.",,,,,,,
0a63e971-ff44-5ab6-9f6b-6d0d98ed100a,Automotive Engineers,17-2141.02,"Develop new or improved designs for vehicle structural members, engines, transmissions, or other vehicle systems, using computer-assisted design technology. Direct building, modification, or testing of vehicle or components.",,,,,,,
68ca8238-3677-572e-b224-090ce9d8577c,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2151.00,"Conduct subsurface surveys to identify the characteristics of potential land or mining development sites. May specify the ground support systems, processes, and equipment for safe, economical, and environmentally sound extraction or underground construction activities. May inspect areas for unsafe geological conditions, equipment, and working conditions. May design, implement, and coordinate mine safety programs.",,,,,,,
04dd93b6-7a64-5cca-ae99-75aa6c3914e0,Nuclear Engineers,17-2161.00,"Conduct research on nuclear engineering projects or apply principles and theory of nuclear science to problems concerned with release, control, and use of nuclear energy and nuclear waste disposal.",,,,,,,
9c02eaad-9175-5622-93f8-dcb3a316b7dc,Petroleum Engineers,17-2171.00,Devise methods to improve oil and gas extraction and production and determine the need for new or modified tool designs. Oversee drilling and offer technical advice.,,,,,,,
b15ea9ac-2440-5548-8686-3c62115faacd,"Energy Engineers, Except Wind and Solar",17-2199.03,"Design, develop, or evaluate energy-related projects or programs to reduce energy costs or improve energy efficiency during the designing, building, or remodeling stages of construction. May specialize in electrical systems; heating, ventilation, and air-conditioning (HVAC) systems; green buildings; lighting; air quality; or energy procurement.",,,,,,,
5126fe27-634e-5134-b39d-8652b5eea199,Mechatronics Engineers,17-2199.05,"Research, design, develop, or test automation, intelligent systems, smart devices, or industrial systems control.",,,,,,,
3fe04ceb-759d-519b-a899-89e43eab4b5a,Microsystems Engineers,17-2199.06,"Research, design, develop, or test microelectromechanical systems (MEMS) devices.",,,,,,,
081d8bfb-8cad-5bbf-851c-5ae27858c28f,Photonics Engineers,17-2199.07,"Design technologies specializing in light information or light energy, such as laser or fiber optics technology.",,,,,,,
15248f7e-8a66-5d57-abbb-da32ca89d738,Robotics Engineers,17-2199.08,"Research, design, develop, or test robotic applications.",,,,,,,
8dbf62d5-3065-513f-bd21-efa0c1700a44,Nanosystems Engineers,17-2199.09,"Design, develop, or supervise the production of materials, devices, or systems of unique molecular or macromolecular composition, applying principles of nanoscale physics and electrical, chemical, or biological engineering.",,,,,,,
32657e19-2dc9-56ec-8194-03bbe12e0459,Wind Energy Engineers,17-2199.10,Design underground or overhead wind farm collector systems and prepare and develop site specifications.,,,,,,,
676778bf-8864-528f-a8b4-b01c792c4014,Solar Energy Systems Engineers,17-2199.11,"Perform site-specific engineering analysis or evaluation of energy efficiency and solar projects involving residential, commercial, or industrial customers. Design solar domestic hot water and space heating systems for new and existing structures, applying knowledge of structural energy requirements, local climates, solar technology, and thermodynamics.",,,,,,,
ee01b467-0282-5963-9514-122c9b0981f2,Architectural and Civil Drafters,17-3011.00,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",,,,,,,
045b213e-7411-5ed4-9997-eb57b908a040,Electrical and Electronics Drafters,17-3012.00,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",,,,,,,
96563504-1382-581c-8530-b493b14efc7d,Mechanical Drafters,17-3013.00,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",,,,,,,
590ab24b-2efe-587b-8655-e2851b83e138,Aerospace Engineering and Operations Technologists and Technicians,17-3021.00,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",,,,,,,
219c5ca2-09fb-5200-8735-fa09f6bf72ff,Civil Engineering Technologists and Technicians,17-3022.00,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",,,,,,,
cf5e60b4-57ce-5d68-88b6-165c1dee73b4,Electrical and Electronic Engineering Technologists and Technicians,17-3023.00,"Apply electrical and electronic theory and related knowledge, usually under the direction of engineering staff, to design, build, repair, adjust, and modify electrical components, circuitry, controls, and machinery for subsequent evaluation and use by engineering staff in making engineering design decisions.",,,,,,,
dd94127d-a8d0-543c-b95c-f0b80324c001,Electro-Mechanical and Mechatronics Technologists and Technicians,17-3024.00,"Operate, test, maintain, or adjust unmanned, automated, servomechanical, or electromechanical equipment. May operate unmanned submarines, aircraft, or other equipment to observe or record visual information at sites such as oil rigs, crop fields, buildings, or for similar infrastructure, deep ocean exploration, or hazardous waste removal. May assist engineers in testing and designing robotics equipment.",,,,,,,
8b757985-6178-5103-90c3-e8dcd2913346,Robotics Technicians,17-3024.01,"Build, install, test, or maintain robotic equipment or related automated production systems.",,,,,,,
58aacd6b-d6bd-509b-8510-bd33758762c8,Environmental Engineering Technologists and Technicians,17-3025.00,"Apply theory and principles of environmental engineering to modify, test, and operate equipment and devices used in the prevention, control, and remediation of environmental problems, including waste treatment and site remediation, under the direction of engineering staff or scientists. May assist in the development of environmental remediation devices.",,,,,,,
884d69d8-7487-5f9a-ac8f-964dd6eccb78,Industrial Engineering Technologists and Technicians,17-3026.00,"Apply engineering theory and principles to problems of industrial layout or manufacturing production, usually under the direction of engineering staff. May perform time and motion studies on worker operations in a variety of industries for purposes such as establishing standard production rates or improving efficiency.",,,,,,,
2b4951f2-87bf-520a-89ee-42ce4c73ea02,Nanotechnology Engineering Technologists and Technicians,17-3026.01,"Implement production processes and operate commercial-scale production equipment to produce, test, or modify materials, devices, or systems of unique molecular or macromolecular composition. Operate advanced microscopy equipment to manipulate nanoscale objects. Work under the supervision of nanoengineering staff.",,,,,,,
f7f13582-d02d-5e7e-b1f9-fdbb568a4631,Mechanical Engineering Technologists and Technicians,17-3027.00,"Apply theory and principles of mechanical engineering to modify, develop, test, or adjust machinery and equipment under direction of engineering staff or physical scientists.",,,,,,,
3d7fadec-87ad-5729-ba22-ba2236e34eec,Automotive Engineering Technicians,17-3027.01,"Assist engineers in determining the practicality of proposed product design changes and plan and carry out tests on experimental test devices or equipment for performance, durability, or efficiency.",,,,,,,
26a6fe6a-cf94-524b-87ae-574e1cc3fe74,Calibration Technologists and Technicians,17-3028.00,"Execute or adapt procedures and techniques for calibrating measurement devices, by applying knowledge of measurement science, mathematics, physics, chemistry, and electronics, sometimes under the direction of engineering staff. Determine measurement standard suitability for calibrating measurement devices. May perform preventive maintenance on equipment. May perform corrective actions to address identified calibration problems.",,,,,,,
bfb98246-770b-5e7f-97b2-7d67028ce18d,Non-Destructive Testing Specialists,17-3029.01,"Test the safety of structures, vehicles, or vessels using x-ray, ultrasound, fiber optic or related equipment.",,,,,,,
8c32eae2-bc90-553a-8bab-bd9a284a4831,Photonics Technicians,17-3029.08,"Build, install, test, or maintain optical or fiber optic equipment, such as lasers, lenses, or mirrors, using spectrometers, interferometers, or related equipment.",,,,,,,
aa1b378f-7fab-56ee-85b3-81f907a8a5a8,Surveying and Mapping Technicians,17-3031.00,"Perform surveying and mapping duties, usually under the direction of an engineer, surveyor, cartographer, or photogrammetrist, to obtain data used for construction, mapmaking, boundary location, mining, or other purposes. May calculate mapmaking information and create maps from source data, such as surveying notes, aerial photography, satellite data, or other maps to show topographical features, political boundaries, and other features. May verify accuracy and completeness of maps.",,,,,,,
c5ec949e-a14e-5be2-947c-c81bda62cafe,Animal Scientists,19-1011.00,"Conduct research in the genetics, nutrition, reproduction, growth, and development of domestic farm animals.",,,,,,,
b71bab38-d0cf-553c-a170-8b625844cca3,Food Scientists and Technologists,19-1012.00,"Use chemistry, microbiology, engineering, and other sciences to study the principles underlying the processing and deterioration of foods; analyze food content to determine levels of vitamins, fat, sugar, and protein; discover new food sources; research ways to make processed foods safe, palatable, and healthful; and apply food science knowledge to determine best ways to process, package, preserve, store, and distribute food.",,,,,,,
3dba38f7-9988-5481-b7d9-5948e4b3bf29,Soil and Plant Scientists,19-1013.00,"Conduct research in breeding, physiology, production, yield, and management of crops and agricultural plants or trees, shrubs, and nursery stock, their growth in soils, and control of pests; or study the chemical, physical, biological, and mineralogical composition of soils as they relate to plant or crop growth. May classify and map soils and investigate effects of alternative practices on soil and crop productivity.",,,,,,,
aef96e47-0440-50ec-ae8a-137ace416d50,Biochemists and Biophysicists,19-1021.00,"Study the chemical composition or physical principles of living cells and organisms, their electrical and mechanical energy, and related phenomena. May conduct research to further understanding of the complex chemical combinations and reactions involved in metabolism, reproduction, growth, and heredity. May determine the effects of foods, drugs, serums, hormones, and other substances on tissues and vital processes of living organisms.",,,,,,,
a70a7b1a-8ffc-59eb-b036-a21e4cff01f0,Microbiologists,19-1022.00,"Investigate the growth, structure, development, and other characteristics of microscopic organisms, such as bacteria, algae, or fungi. Includes medical microbiologists who study the relationship between organisms and disease or the effects of antibiotics on microorganisms.",,,,,,,
61bf51ff-9f14-596e-b94c-470e2438f4c0,Zoologists and Wildlife Biologists,19-1023.00,"Study the origins, behavior, diseases, genetics, and life processes of animals and wildlife. May specialize in wildlife research and management. May collect and analyze biological data to determine the environmental effects of present and potential use of land and water habitats.",,,,,,,
60dc4c14-78bd-57fb-803d-1f0467b8bafd,Bioinformatics Scientists,19-1029.01,"Conduct research using bioinformatics theory and methods in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. May design databases and develop algorithms for processing and analyzing genomic information, or other biological information.",,,,,,,
f658e9d1-b406-5907-ae72-15856d0a436e,Molecular and Cellular Biologists,19-1029.02,Research and study cellular molecules and organelles to understand cell function and organization.,,,,,,,
c352de6c-8d59-5dc2-a004-f13c9314957b,Geneticists,19-1029.03,"Research and study the inheritance of traits at the molecular, organism or population level. May evaluate or treat patients with genetic disorders.",,,,,,,
2e4f1cc8-f31e-52a0-adf4-459975b15b72,Biologists,19-1029.04,"Research or study basic principles of plant and animal life, such as origin, relationship, development, anatomy, and functions.",,,,,,,
8ef33e13-3eee-5d46-909a-2a1b52f3d9a4,Conservation Scientists,19-1031.00,"Manage, improve, and protect natural resources to maximize their use without damaging the environment. May conduct soil surveys and develop plans to eliminate soil erosion or to protect rangelands. May instruct farmers, agricultural production managers, or ranchers in best ways to use crop rotation, contour plowing, or terracing to conserve soil and water; in the number and kind of livestock and forage plants best suited to particular ranges; and in range and farm improvements, such as fencing and reservoirs for stock watering.",,,,,,,
c3c95275-9437-57c9-8b0f-74d8d4fe9135,Range Managers,19-1031.02,"Research or study range land management practices to provide sustained production of forage, livestock, and wildlife.",,,,,,,
e1851d00-67a6-5663-a90f-1be5cadcc9ae,Park Naturalists,19-1031.03,"Plan, develop, and conduct programs to inform public of historical, natural, and scientific features of national, state, or local park.",,,,,,,
528ebca9-12f6-5ace-ad9b-2fb3d3390273,Foresters,19-1032.00,"Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",,,,,,,
776c8766-efa0-585e-bec2-3f8fdd21c0ef,Epidemiologists,19-1041.00,"Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",,,,,,,
5f6e59cb-cd01-5f3b-8abe-262affda63da,"Medical Scientists, Except Epidemiologists",19-1042.00,"Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",,,,,,,
780b3600-7677-5138-9ee6-c560cf1a0f86,Astronomers,19-2011.00,"Observe, research, and interpret astronomical phenomena to increase basic knowledge or apply such information to practical problems.",,,,,,,
fd64c329-20c0-5a75-a1c0-1c3dd68c5948,Physicists,19-2012.00,"Conduct research into physical phenomena, develop theories on the basis of observation and experiments, and devise methods to apply physical laws and theories.",,,,,,,
f8b4b04f-aaa1-5a95-a2ec-5cd4ce7862fa,Atmospheric and Space Scientists,19-2021.00,"Investigate atmospheric phenomena and interpret meteorological data, gathered by surface and air stations, satellites, and radar to prepare reports and forecasts for public and other uses. Includes weather analysts and forecasters whose functions require the detailed knowledge of meteorology.",,,,,,,
ed9fab34-621e-55df-8a25-738706142ad2,Chemists,19-2031.00,Conduct qualitative and quantitative chemical analyses or experiments in laboratories for quality or process control or to develop new products or knowledge.,,,,,,,
a8ac5429-2981-5ea1-9faf-d8b50b692c5c,Materials Scientists,19-2032.00,"Research and study the structures and chemical properties of various natural and synthetic or composite materials, including metals, alloys, rubber, ceramics, semiconductors, polymers, and glass. Determine ways to strengthen or combine materials or develop new materials with new or specific properties for use in a variety of products and applications. Includes glass scientists, ceramic scientists, metallurgical scientists, and polymer scientists.",,,,,,,
0c9b5d33-b996-570e-a522-2bbd458f4ea0,"Environmental Scientists and Specialists, Including Health",19-2041.00,"Conduct research or perform investigation for the purpose of identifying, abating, or eliminating sources of pollutants or hazards that affect either the environment or public health. Using knowledge of various scientific disciplines, may collect, synthesize, study, report, and recommend action based on data derived from measurements or observations of air, food, soil, water, and other sources.",,,,,,,
608188b3-75a0-5c51-9c1a-f0f6db64c538,Climate Change Policy Analysts,19-2041.01,"Research and analyze policy developments related to climate change. Make climate-related recommendations for actions such as legislation, awareness campaigns, or fundraising approaches.",,,,,,,
aa2ff3c5-591a-5538-ae35-819110fdf274,Environmental Restoration Planners,19-2041.02,"Collaborate with field and biology staff to oversee the implementation of restoration projects and to develop new products. Process and synthesize complex scientific data into practical strategies for restoration, monitoring or management.",,,,,,,
caea33bc-3d5c-5027-8b5d-6580715d0b4d,Industrial Ecologists,19-2041.03,Apply principles and processes of natural ecosystems to develop models for efficient industrial systems. Use knowledge from the physical and social sciences to maximize effective use of natural resources in the production and use of goods and services. Examine societal issues and their relationship with both technical systems and the environment.,,,,,,,
b975c368-9c16-5d63-a9a4-ebc2babf29b9,"Geoscientists, Except Hydrologists and Geographers",19-2042.00,"Study the composition, structure, and other physical aspects of the Earth. May use geological, physics, and mathematics knowledge in exploration for oil, gas, minerals, or underground water; or in waste disposal, land reclamation, or other environmental problems. May study the Earth's internal composition, atmospheres, and oceans, and its magnetic, electrical, and gravitational forces. Includes mineralogists, paleontologists, stratigraphers, geodesists, and seismologists.",,,,,,,
e8360660-cb04-5f0e-8df0-497038b10517,Hydrologists,19-2043.00,"Research the distribution, circulation, and physical properties of underground and surface waters; and study the form and intensity of precipitation and its rate of infiltration into the soil, movement through the earth, and return to the ocean and atmosphere.",,,,,,,
8bdf8631-5179-57da-8e90-936239fb34cd,Remote Sensing Scientists and Technologists,19-2099.01,"Apply remote sensing principles and methods to analyze data and solve problems in areas such as natural resource management, urban planning, or homeland security. May develop new sensor systems, analytical techniques, or new applications for existing systems.",,,,,,,
82dfc086-7d70-5f52-aae2-2fd32c792704,Economists,19-3011.00,"Conduct research, prepare reports, or formulate plans to address economic problems related to the production and distribution of goods and services or monetary and fiscal policy. May collect and process economic and statistical data using sampling techniques and econometric methods.",,,,,,,
20b2b98e-d782-5e06-93e6-d97cda2ffe33,Environmental Economists,19-3011.01,"Conduct economic analysis related to environmental protection and use of the natural environment, such as water, air, land, and renewable energy resources. Evaluate and quantify benefits, costs, incentives, and impacts of alternative options using economic principles and statistical techniques.",,,,,,,
a004f3a2-7640-5267-b341-c52c016edfa7,Survey Researchers,19-3022.00,"Plan, develop, or conduct surveys. May analyze and interpret the meaning of survey data, determine survey objectives, or suggest or test question wording. Includes social scientists who primarily design questionnaires or supervise survey teams.",,,,,,,
e28070be-7bec-506c-991c-88162a0bc840,Industrial-Organizational Psychologists,19-3032.00,"Apply principles of psychology to human resources, administration, management, sales, and marketing problems. Activities may include policy planning; employee testing and selection, training, and development; and organizational development and analysis. May work with management to organize the work setting to improve worker productivity.",,,,,,,
7079b16c-f966-5ffe-b87e-89dc5c8afa85,Clinical and Counseling Psychologists,19-3033.00,"Assess, diagnose, and treat mental and emotional disorders of individuals through observation, interview, and psychological tests. Help individuals with distress or maladjustment understand their problems through their knowledge of case history, interviews with patients, and theory. Provide individual or group counseling services to assist individuals in achieving more effective personal, social, educational, and vocational development and adjustment. May design behavior modification programs and consult with medical personnel regarding the best treatment for patients.",,,,,,,
da73a322-309a-56b5-ab5c-a3b78d1ba5e8,School Psychologists,19-3034.00,"Diagnose and implement individual or schoolwide interventions or strategies to address educational, behavioral, or developmental issues that adversely impact educational functioning in a school. May address student learning and behavioral problems and counsel students or families. May design and implement performance plans, and evaluate performance. May consult with other school-based personnel.",,,,,,,
df1fb456-659f-53a4-bb53-c2adca8ec3f4,Neuropsychologists,19-3039.02,"Apply theories and principles of neuropsychology to evaluate and diagnose disorders of higher cerebral functioning, often in research and medical settings. Study the human brain and the effect of physiological states on human cognition and behavior. May formulate and administer programs of treatment.",,,,,,,
d1d9641a-50dc-5537-9e6f-1b78d28b6608,Clinical Neuropsychologists,19-3039.03,"Assess and diagnose patients with neurobehavioral problems related to acquired or developmental disorders of the nervous system, such as neurodegenerative disorders, traumatic brain injury, seizure disorders, and learning disabilities. Recommend treatment after diagnosis, such as therapy, medication, or surgery. Assist with evaluation before and after neurosurgical procedures, such as deep brain stimulation.",,,,,,,
9446cd2b-d907-5e31-a26b-bd1905297965,Sociologists,19-3041.00,"Study human society and social behavior by examining the groups and social institutions that people form, as well as various social, religious, political, and business organizations. May study the behavior and interaction of groups, trace their origin and growth, and analyze the influence of group activities on individual members.",,,,,,,
69e7933e-d4c6-5921-898f-4ff00ee096c5,Urban and Regional Planners,19-3051.00,"Develop comprehensive plans and programs for use of land and physical facilities of jurisdictions, such as towns, cities, counties, and metropolitan areas.",,,,,,,
7e9e9153-e3dd-5b82-a413-4f7153d696a6,Anthropologists and Archeologists,19-3091.00,"Study the origin, development, and behavior of human beings. May study the way of life, language, or physical characteristics of people in various parts of the world. May engage in systematic recovery and examination of material evidence, such as tools or pottery remaining from past human cultures, in order to determine the history, customs, and living habits of earlier civilizations.",,,,,,,
daf1a531-5619-5ae9-b5be-49193823e013,Geographers,19-3092.00,"Study the nature and use of areas of the Earth's surface, relating and interpreting interactions of physical and cultural phenomena. Conduct research on physical aspects of a region, including land forms, climates, soils, plants, and animals, and conduct research on the spatial implications of human activities within a given area, including social characteristics, economic activities, and political organization, as well as researching interdependence between regions at scales ranging from local to global.",,,,,,,
e9949fc6-136f-5a24-a86b-700b21fee64e,Historians,19-3093.00,"Research, analyze, record, and interpret the past as recorded in sources, such as government and institutional records, newspapers and other periodicals, photographs, interviews, films, electronic media, and unpublished manuscripts, such as personal diaries and letters.",,,,,,,
b4ca4308-64b2-557e-aada-de95d8ab9286,Political Scientists,19-3094.00,"Study the origin, development, and operation of political systems. May study topics, such as public opinion, political decisionmaking, and ideology. May analyze the structure and operation of governments, as well as various political entities. May conduct public opinion surveys, analyze election results, or analyze public documents.",,,,,,,
186dcb3e-8124-5235-a60e-7de0d9240c2e,Transportation Planners,19-3099.01,"Prepare studies for proposed transportation projects. Gather, compile, and analyze data. Study the use and operation of transportation systems. Develop transportation models or simulations.",,,,,,,
58c97f8e-8e65-574a-b909-e1ac6ba47d4d,Agricultural Technicians,19-4012.00,"Work with agricultural scientists in plant, fiber, and animal research, or assist with animal breeding and nutrition. Set up or maintain laboratory equipment and collect samples from crops or animals. Prepare specimens or record data to assist scientists in biology or related life science experiments. Conduct tests and experiments to improve yield and quality of crops or to increase the resistance of plants and animals to disease or insects.",,,,,,,
9f4b4d9c-684a-5596-a0cd-c822d7ef8e65,Precision Agriculture Technicians,19-4012.01,"Apply geospatial technologies, including geographic information systems (GIS) and Global Positioning System (GPS), to agricultural production or management activities, such as pest scouting, site-specific pesticide application, yield mapping, or variable-rate irrigation. May use computers to develop or analyze maps or remote sensing images to compare physical topography with data on soils, fertilizer, pests, or weather.",,,,,,,
6b4f442c-327a-5e14-a991-3ac6361c2772,Food Science Technicians,19-4013.00,"Work with food scientists or technologists to perform standardized qualitative and quantitative tests to determine physical or chemical properties of food or beverage products. Includes technicians who assist in research and development of production technology, quality control, packaging, processing, and use of foods.",,,,,,,
bd3a6537-86dc-5859-9a46-bf3b18df1582,Biological Technicians,19-4021.00,"Assist biological and medical scientists. Set up, operate, and maintain laboratory instruments and equipment, monitor experiments, collect data and samples, make observations, and calculate and record results. May analyze organic substances, such as blood, food, and drugs.",,,,,,,
