id,name,source_ref,description,type_dims,level_dims,basis_dims,environment_dims,mode_dims,physicality_dims,cognitive_dims
d3d68dc5-c062-5974-b7ba-bafa30681140,"Guiding, Directing, and Motivating Subordinates",4.A.4.b.4,,,,,Public-Facing,,Light,Heavy
127fe659-74ba-5d06-a183-96fb05bee4a6,Coaching and Developing Others,4.A.4.b.5,,,,,Public-Facing,,Moderate,Heavy
d737dd0f-6929-545e-abef-f16c59e4d4d8,Providing Consultation and Advice to Others,4.A.4.b.6,,,,,Public-Facing,,Moderate,Heavy
a4442d69-071e-5122-ab43-8c4d8e64db87,Performing Administrative Activities,4.A.4.c.1,,,,,Independent,,Moderate,Heavy
f0356f92-516f-51fd-821f-a9fcc8a18be6,Staffing Organizational Units,4.A.4.c.2,,,,,Public-Facing,,Moderate,Heavy
271160c0-9ef1-500c-893d-5f61e4184d04,Monitoring and Controlling Resources,4.A.4.c.3,,,,,Independent,,Moderate,Heavy
ee9a2221-b24d-5d39-b83b-3773b2f20f8a,"Inspecting Equipment, Structures, or Materials",4.A.1.b.2,,,,,Outdoors,,Moderate,Moderate
ff4e51b0-4e2f-5eb4-b32f-78a3dfa66e1d,Performing General Physical Activities,4.A.3.a.1,,,,,Indoors (Office/Lab),,Moderate,Moderate
c38d4933-0c7c-5678-a3a3-76b6abaadddb,Handling and Moving Objects,4.A.3.a.2,,,,,Public-Facing,,Moderate,Moderate
6abd15de-4077-5a84-92d0-248be7837b15,Controlling Machines and Processes,4.A.3.a.3,,,,,Indoors (Office/Lab),,Moderate,Moderate
f395f1c4-5883-5ac2-ad6c-b8b9711f5cf2,"Operating Vehicles, Mechanized Devices, or Equipment",4.A.3.a.4,,,,,Outdoors,,Heavy,Moderate
410548cf-9998-57e9-836d-0fa4d54199e1,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",4.A.3.b.2,,,,,Indoors (Office/Lab),,Moderate,Moderate
48173941-e01e-54ed-95c4-58cacbfeffcf,Repairing and Maintaining Mechanical Equipment,4.A.3.b.4,,,,,Indoors (Office/Lab),,Moderate,Moderate
