id,name,source_ref,description,type_dims,level_dims,basis_dims,environment_dims,mode_dims,physicality_dims,cognitive_dims
d74cc0a9-f43a-5036-a8f4-83742e2c3738,"Identify educational, training, or other development opportunities for sustainability employees or volunteers.",TASK_15367,,Core,,,Team-Oriented,Communication,,
18121f3c-fe9e-5e84-92e4-580894784041,Conduct risk assessments related to sustainability and the environment.,TASK_15369,,Core,,,Outdoors,Communication,,
b67aec36-acaf-5aa1-ac06-fe2d7267e9e7,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",TASK_20699,,Core,,,Independent,Communication,,
635065f3-e3e4-548d-b621-b7a96c735f70,"Direct and coordinate activities of businesses or departments concerned with the production, pricing, sales, or distribution of products.",TASK_933,,Core,,,Team-Oriented,Communication,,
7e89484e-6b5f-55f4-ac59-c1d143ec86a6,Direct administrative activities directly related to making products or providing services.,TASK_20700,,Core,,,Public-Facing,Physical Tool,,
e61b313d-30ef-5515-94cd-75be3c645a5b,Prepare staff work schedules and assign specific duties.,TASK_20701,,Core,,,Team-Oriented,Communication,,
5e8bca77-bd23-58bc-a64c-8ff4ea0c1bd1,"Direct or coordinate financial or budget activities to fund operations, maximize investments, or increase efficiency.",TASK_20703,,Core,,,Team-Oriented,Process/Method,,
089a82ab-382a-5838-a844-5af0437caab3,"Plan or direct activities, such as sales promotions, that require coordination with other department managers.",TASK_20706,,Supplemental,,,Team-Oriented,Communication,,
d487c7a8-c5ff-5ed6-b53a-fb1add044e63,"Perform personnel functions, such as selection, training, or evaluation.",TASK_20705,,Core,,,Public-Facing,Communication,,
5f6f4162-6b8f-5f0b-baaf-10e95c69245f,"Establish or implement departmental policies, goals, objectives, or procedures in conjunction with board members, organization officials, or staff members.",TASK_20704,,Core,,,Team-Oriented,Process/Method,,
e9005698-366d-5901-b21f-761d7b393a5b,Monitor suppliers to ensure that they efficiently and effectively provide needed goods or services within budgetary limits.,TASK_20702,,Core,,,Public-Facing,Communication,,
a83274b5-e3b4-516e-b7af-b029ec226f9b,"Manage the movement of goods into and out of production facilities to ensure efficiency, effectiveness, or sustainability of operations.",TASK_20708,,Core,,,Public-Facing,Physical Action,,
6ebd44b6-1223-5b08-978f-e1370965faa2,"Set prices or credit terms for goods or services, based on forecasts of customer demand.",TASK_20707,,Core,,,Public-Facing,Communication,,
3db21eb6-ad25-5b0a-b4ae-b8d1e3b7e615,"Perform sales floor work, such as greeting or assisting customers, stocking shelves, or taking inventory.",TASK_944,,Supplemental,,,Public-Facing,Physical Tool,,
bca8bc97-3ec1-5448-ad8e-95fbc08e1b9c,"Develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",TASK_945,,Core,,,Public-Facing,Communication,,
f62ea075-4922-5704-a157-0d41c77ddea5,"Direct non-merchandising departments of businesses, such as advertising or purchasing.",TASK_947,,Supplemental,,,Public-Facing,Communication,,
da3c9cc9-65f4-556d-a0ef-493fcdcf96f4,"Implement or oversee environmental management or sustainability programs addressing issues such as recycling, conservation, or waste management.",TASK_19501,,Core,,,Outdoors,Theory/Concept,,
8703418d-3560-525e-874f-adbde65444b2,Plan store layouts or design displays.,TASK_949,,Core,,,Indoors (Office/Lab),Theory/Concept,,
f6f8cdf2-3670-5d79-a153-6a88aeb8561d,"Recommend locations for new facilities, or oversee the remodeling or renovating of current facilities.",TASK_948,,Core,,,Indoors (Office/Lab),Physical Tool,,
5d283ea7-64bb-50c5-a561-7c00669f18b8,Analyze and understand the local and national implications of proposed legislation.,TASK_15267,,Core,,,Public-Facing,Theory/Concept,,
b8837022-9559-51d2-a787-e23f905e428f,"Appoint nominees to leadership posts, or approve such appointments.",TASK_15268,,Core,,,Team-Oriented,Communication,,
f1a1b8f4-dbeb-5848-be7f-96dbcc7ea082,Confer with colleagues to formulate positions and strategies pertaining to pending issues.,TASK_15269,,Core,,,Team-Oriented,Communication,,
f7f627ec-5d8e-5d99-a59f-fa56628ef9e6,"Debate the merits of proposals and bill amendments during floor sessions, following the appropriate rules of procedure.",TASK_15270,,Core,,,Public-Facing,Communication,,
3699f9a0-14fe-534d-b996-885dc7e86e63,Develop expertise in subject matters related to committee assignments.,TASK_15271,,Core,,,Independent,Theory/Concept,,
a8dc7c62-eb29-5527-9816-5c3e9153626e,"Hear testimony from constituents, representatives of interest groups, board and commission members, and others with an interest in bills or issues under consideration.",TASK_15272,,Core,,,Public-Facing,Communication,,
fa278c6f-cd45-57a4-8893-36accb9138b8,"Keep abreast of the issues affecting constituents by making personal visits and phone calls, reading local newspapers, and viewing or listening to local broadcasts.",TASK_15273,,Core,,,Public-Facing,Communication,,
bbabeaf9-8df1-5d7b-a420-62a06b5d339c,Maintain knowledge of relevant national and international current events.,TASK_15274,,Core,,,Public-Facing,Theory/Concept,,
beea5831-cc34-531a-8952-23e239a982b9,"Make decisions that balance the perspectives of private citizens, public officials, and party leaders.",TASK_15275,,Core,,,Public-Facing,Communication,,
722f53ee-de18-5934-a3ca-7668601e5533,"Negotiate with colleagues or members of other political parties in order to reconcile differing interests, and to create policies and agreements.",TASK_15276,,Core,,,Team-Oriented,Communication,,
b7800fea-2b0b-594f-b30b-76de17c5a013,"Prepare drafts of amendments, government policies, laws, rules, regulations, budgets, programs and procedures.",TASK_15277,,Core,,,Indoors (Office/Lab),Process/Method,,
a9c787f3-c8fa-5318-8e68-1ff9eb868979,Read and review concerns of constituents or the general public and determine if governmental action is necessary.,TASK_15278,,Core,,,Public-Facing,Communication,,
9462b78f-7aef-54e0-99c2-765b942d8377,"Represent their parties in negotiations with political executives or members of other parties, and when speaking with the media.",TASK_15279,,Core,,,Public-Facing,Communication,,
0389e814-065a-51d6-8f66-fa66659caadf,"Review bills in committee, and make recommendations about their future.",TASK_15280,,Core,,,Public-Facing,Process/Method,,
e0a905ec-c877-52d3-bdcb-1dcf660bbcbc,Seek federal funding for local projects and programs.,TASK_15281,,Core,,,Public-Facing,Communication,,
b5f01400-fd6f-5a85-8ee5-100674dbf740,"Serve on commissions, investigative panels, study groups, and committees in order to examine specialized areas and recommend action.",TASK_15282,,Core,,,Public-Facing,Process/Method,,
99f0cd25-af12-56e8-8e97-5f009648abef,"Vote on motions, amendments, and decisions on whether or not to report a bill out from committee to the assembly floor.",TASK_15283,,Core,,,Public-Facing,Process/Method,,
6471e0a2-5e2a-50aa-ba1f-f9150483f346,"Write, prepare, and deliver statements for the Congressional Record.",TASK_15284,,Core,,,Public-Facing,Communication,,
376b84a5-4548-5887-8214-bc63f22f04d0,"Alert constituents of government actions and programs by way of newsletters, personal appearances at town meetings, phone calls, and individual meetings.",TASK_15285,,Core,,,Public-Facing,Communication,,
b6c136a6-fb7e-5215-aab0-ce0017a16870,"Attend receptions, dinners, and conferences to meet people, exchange views and information, and develop working relationships.",TASK_15286,,Core,,,Public-Facing,Communication,,
cf5b6d2d-f294-52c8-bf94-fe4e63eda716,"Conduct ""head counts"" to help predict the outcome of upcoming votes.",TASK_15287,,Core,,,Public-Facing,Communication,,
57149dda-d0ee-5786-bf72-4a306c4ba0b2,"Determine campaign strategies for media advertising, positions on issues, and public appearances.",TASK_15288,,Core,,,Public-Facing,Communication,,
649ddc38-a99c-5b20-bd7e-977bd5d75c60,Encourage and support party candidates for political office.,TASK_15289,,Supplemental,,,Public-Facing,Communication,,
485d4225-51f6-51ac-8e74-be46359dcece,"Establish personal offices in local districts or states, and manage office staff.",TASK_15290,,Supplemental,,,Public-Facing,Communication,,
43fe2278-0ec4-5776-a388-c980a791da19,"Evaluate the structure, efficiency, activities, and performance of government agencies.",TASK_15291,,Core,,,Public-Facing,Process/Method,,
bdfacbea-4ef4-5748-a64f-6f36500d5d56,"Organize and maintain campaign organizations and fundraisers, in order to raise money for election or re-election.",TASK_15292,,Core,,,Public-Facing,Communication,,
47cbab49-7578-59d3-a176-28c42667bb49,"Oversee expense allowances, ensuring that accounts are balanced at the end of each fiscal year.",TASK_15293,,Supplemental,,,Indoors (Office/Lab),Process/Method,,
dc31583b-e18b-528a-b392-16c80a61e3b9,Promote the industries and products of their electoral districts.,TASK_15294,,Core,,,Public-Facing,Process/Method,,
d152a85c-8c86-5a54-903d-15a65730c3da,"Represent their government at local, national, and international meetings and conferences.",TASK_15295,,Core,,,Public-Facing,Communication,,
96ffb2c4-c0ea-52b4-ac32-292b3235d810,Speak to students to encourage and support the development of future political leaders.,TASK_15296,,Core,,,Public-Facing,Communication,,
aa929846-d394-5efb-9deb-59c95471e9a0,"Plan and prepare advertising and promotional material to increase sales of products or services, working with customers, company officials, sales departments, and advertising agencies.",TASK_3224,,Core,,,Public-Facing,Communication,,
8275f1e0-95ba-57f6-b216-5dfdd326e527,"Inspect layouts and advertising copy, and edit scripts, audio, video, and other promotional material for adherence to specifications.",TASK_3226,,Core,,,Indoors (Office/Lab),Process/Method,,
f39b7b07-8cf9-5d54-a201-74db3e5e5cb1,"Confer with department heads or staff to discuss topics such as contracts, selection of advertising media, or product to be advertised.",TASK_3231,,Supplemental,,,Team-Oriented,Communication,,
90e411bb-be70-5ff5-bdc7-8a43e8265e87,Coordinate with the media to disseminate advertising.,TASK_3242,,Core,,,Team-Oriented,Communication,,
55860f37-c2b4-549a-9997-551edc3587f6,"Coordinate activities of departments, such as sales, graphic arts, media, finance, and research.",TASK_3227,,Supplemental,,,Team-Oriented,Communication,,
774437d0-a04a-5cde-be87-91d4c9e05af6,Plan and execute advertising policies and strategies for organizations.,TASK_3238,,Core,,,Team-Oriented,Communication,,
d916498e-2504-5c1c-9a4f-d49f1d241f4e,"Direct, motivate, and monitor the mobilization of a campaign team to advance campaign goals.",TASK_3237,,Core,,,Team-Oriented,Communication,,
80d38220-5b66-504e-a25b-549b7af5007f,Prepare budgets and submit estimates for program costs as part of campaign plan development.,TASK_3223,,Core,,,Team-Oriented,Software/Technology,,
5481ca9c-be5b-547c-a8a9-d94f515b1ff4,Contact organizations to explain services and facilities offered.,TASK_3243,,Supplemental,,,Public-Facing,Communication,,
9ed35a28-7046-5156-a6b4-d7d26548d2e7,Monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.,TASK_3233,,Core,,,Team-Oriented,Communication,,
4e4b9d36-a2d9-5f4e-aa6f-061752678f32,"Identify and develop contacts for promotional campaigns and industry programs that meet identified buyer targets, such as dealers, distributors, or consumers.",TASK_3229,,Core,,,Public-Facing,Communication,,
8fa38c0f-d5ba-5af9-bab3-44055b856475,"Track program budgets, expenses, and campaign response rates to evaluate each campaign, based on program objectives and industry norms.",TASK_3239,,Core,,,Indoors (Office/Lab),Software/Technology,,
9d9dad45-6938-5fff-b4b4-9886b3226f2e,"Read trade journals and professional literature to stay informed on trends, innovations, and changes that affect media planning.",TASK_3234,,Core,,,Public-Facing,Communication,,
0ffb5e66-b9e9-526d-acd4-6167455ff96c,"Manage sales team, including setting goals, providing incentives, and evaluating employee performance.",TASK_18586,,Core,,,Team-Oriented,Communication,,
e9fa2b22-a2c6-54f7-a6c1-c8f6b421aa85,Prepare and negotiate advertising and sales contracts.,TASK_3228,,Core,,,Team-Oriented,Communication,,
5285e881-d291-52c0-a1f8-ea4ec4f1135b,Formulate plans to extend business with established accounts and to transact business as agent for advertising accounts.,TASK_3235,,Supplemental,,,Public-Facing,Communication,,
dfc8fc54-fc67-5dc4-810a-8a62ad599819,Train and direct workers engaged in developing and producing advertisements.,TASK_3241,,Core,,,Team-Oriented,Communication,,
b7b78ba5-3bae-55b2-a228-1f730b57ab46,"Assemble and communicate with a strong, diverse coalition of organizations or public figures, securing their cooperation, support, and action, to further campaign goals.",TASK_3240,,Core,,,Team-Oriented,Communication,,
3f28cbd9-73e2-5536-93d6-972d91a370ec,Provide presentation and product demonstration support during the introduction of new products and services to field staff and customers.,TASK_3236,,Supplemental,,,Public-Facing,Communication,,
060b3549-bc50-5953-8139-509d479a4b8f,Represent company at trade association meetings to promote products.,TASK_3245,,Core,,,Public-Facing,Communication,,
774c0865-7246-5f4b-a976-945a8987222b,Direct and coordinate product research and development.,TASK_3244,,Core,,,Team-Oriented,Software/Technology,,
d41f9985-b0c7-5ef6-ad7e-5526c5417afe,Analyze marketing or sales trends to forecast future conditions.,TASK_21217,,Core,,,Team-Oriented,Communication,,
8c5ae190-eda3-58e0-b73c-f8e834faff7d,Analyze the effectiveness of marketing tactics or channels.,TASK_21218,,Core,,,Team-Oriented,Communication,,
651deec3-f4e4-583f-b174-e1e64adadca4,"Attend or participate in conferences, community events, and promotional events related to products or technologies.",TASK_21219,,Supplemental,,,Public-Facing,Communication,,
efb455fe-4930-5a19-8fa6-ec6c1786d1df,"Conduct research on consumer opinions and buying habits, and identify target audiences for products, services, or technologies.",TASK_21220,,Core,,,Public-Facing,Software/Technology,,
1c2f6d4f-d11f-5694-bf1a-675a81e17a29,"Coordinate with marketing team members, graphic artists, and other workers to develop and implement marketing programs.",TASK_21221,,Supplemental,,,Team-Oriented,Communication,,
1bbe97a3-698f-5f61-832b-7a3b6b01321d,"Develop communications materials, advertisements, presentations, or public relations initiatives to promote awareness of products and services.",TASK_21222,,Core,,,Public-Facing,Communication,,
a34f732c-4599-500e-a41f-9141b0e8bf79,"Develop comprehensive marketing strategies, using knowledge of products and technologies, markets, and regulations.",TASK_21223,,Core,,,Team-Oriented,Software/Technology,,
38b43ab1-d29f-5fd9-9add-45efb1ae2d69,"Devise or evaluate methods and procedures for collecting data, such as surveys, opinion polls, and questionnaires.",TASK_21224,,Core,,,Team-Oriented,Process/Method,,
69c5bab6-2d97-56e7-8bae-99c2439523c2,"Maintain portfolios of marketing campaigns, strategies, and other marketing products or ideas.",TASK_21225,,Core,,,Public-Facing,Communication,,
1d02ebda-5ef7-5faf-ad65-31727444ad0f,"Identify, develop, or evaluate marketing strategy, based on knowledge of establishment objectives, market characteristics, and cost and markup factors.",TASK_951,,Core,,,Team-Oriented,Communication,,
e029a0b4-7efe-5e46-bbdf-2e1b09835af6,"Formulate, direct, or coordinate marketing activities or policies to promote products or services, working with advertising or promotion managers.",TASK_20709,,Core,,,Team-Oriented,Communication,,
1bdccf4a-18b5-5dd2-ad5d-45eca75c271b,"Evaluate the financial aspects of product development, such as budgets, expenditures, research and development appropriations, or return-on-investment and profit-loss projections.",TASK_952,,Core,,,Team-Oriented,Software/Technology,,
5dae1f5b-372f-5d6b-bffa-80f5f67451b5,"Develop pricing strategies, balancing firm objectives and customer satisfaction.",TASK_950,,Core,,,Public-Facing,Communication,,
5e606177-08db-5fcb-982f-44ed929a3d0a,Compile lists describing product or service offerings.,TASK_957,,Core,,,Team-Oriented,Process/Method,,
c0e1df7e-d8c7-595f-9cae-8ace8d07a564,"Direct the hiring, training, or performance evaluations of marketing or sales staff and oversee their daily activities.",TASK_954,,Core,,,Public-Facing,Communication,,
6f4f4050-b023-5e63-bedb-50d37350ca29,"Consult with product development personnel on product specifications, such as design, color, or packaging.",TASK_956,,Core,,,Team-Oriented,Communication,,
1c1bd67c-119a-5cd3-9f66-5a7ea4946ee7,"Use sales forecasting or strategic planning to ensure the sale and profitability of products, lines, or services, analyzing business developments and monitoring market trends.",TASK_958,,Core,,,Public-Facing,Communication,,
d25ac36d-5b62-56c8-87ef-ee91e25160ee,"Negotiate contracts with vendors or distributors to manage product distribution, establishing distribution networks or developing distribution strategies.",TASK_955,,Core,,,Team-Oriented,Communication,,
9b45a437-33af-5e1e-ab0e-803f1dd93b7d,"Coordinate or participate in promotional activities or trade shows, working with developers, advertisers, or production managers, to market products or services.",TASK_961,,Supplemental,,,Team-Oriented,Communication,,
80536f1f-ed3b-5e96-9eca-c9dee50e11df,"Initiate market research studies, or analyze their findings.",TASK_963,,Core,,,Team-Oriented,Software/Technology,,
a2630c4b-3e93-5ff6-a882-8341ae13fa29,"Confer with legal staff to resolve problems, such as copyright infringement or royalty sharing with outside producers or distributors.",TASK_960,,Supplemental,,,Team-Oriented,Communication,,
bff8a6ec-64d9-5cbc-a4b6-ee2a121d2b1c,Consult with buying personnel to gain advice regarding the types of products or services expected to be in demand.,TASK_964,,Core,,,Public-Facing,Communication,,
ae8c2ed6-443e-512d-9529-0eedafc39a5f,Consult with buying personnel to gain advice regarding environmentally sound or sustainable products.,TASK_19502,,Supplemental,,,Team-Oriented,Communication,,
e9b53862-deaa-53ec-850b-fd6477191fc0,Conduct economic or commercial surveys to identify potential markets for products or services.,TASK_965,,Core,,,Public-Facing,Software/Technology,,
001a4e77-89ad-517e-8419-bfcabc6ac1c1,"Recommend modifications to products, packaging, production processes, or other characteristics to improve the environmental soundness or sustainability of products.",TASK_19505,,Core,,,Team-Oriented,Communication,,
40e7702b-a3f6-554d-8a0d-69eaf988d91a,"Advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",TASK_962,,Core,,,Public-Facing,Communication,,
5ff928f5-23da-5405-a8ea-2db375692ff3,Select products or accessories to be displayed at trade or special production shows.,TASK_959,,Supplemental,,,Public-Facing,Communication,,
efa61d3d-e605-5dad-b11f-43fb44ab9376,Develop business cases for environmental marketing strategies.,TASK_19503,,Core,,,Team-Oriented,Communication,,
c5e9c470-41c1-511e-94dc-51cfb99bb44f,"Integrate environmental information into product or company marketing strategies, policies, or activities.",TASK_19504,,Core,,,Team-Oriented,Communication,,
dd9ba578-ef53-557c-a9a5-ed49db848da7,Oversee regional and local sales managers and their staffs.,TASK_14,,Supplemental,,,Team-Oriented,Communication,,
4fafac8c-55cc-594e-a3cb-056c482f7c66,Resolve customer complaints regarding sales and service.,TASK_1,,Core,,,Public-Facing,Communication,,
ffb32cce-ef91-5430-b1c2-966498b217b3,Monitor customer preferences to determine focus of sales efforts.,TASK_2,,Core,,,Public-Facing,Communication,,
bb8f7860-ff2b-517e-ad53-9b9cc47e2feb,"Confer with potential customers regarding equipment needs, and advise customers on types of equipment to purchase.",TASK_13,,Core,,,Public-Facing,Physical Tool,,
6587b742-16a4-5363-ae34-c17fbaa3fcc7,Review operational records and reports to project sales and determine profitability.,TASK_5,,Core,,,Indoors (Office/Lab),Process/Method,,
a5d921f8-42a1-5ae3-803e-d30dc5f90be9,"Plan and direct staffing, training, and performance evaluations to develop and control sales and service programs.",TASK_11,,Core,,,Public-Facing,Communication,,
1df1877f-03ce-5a91-a87a-bdd1be3cbc4c,"Direct and coordinate activities involving sales of manufactured products, services, commodities, real estate, or other subjects of sale.",TASK_3,,Core,,,Team-Oriented,Communication,,
0772703b-aa6b-5d02-ab9f-6168f027b972,Determine price schedules and discount rates.,TASK_4,,Core,,,Team-Oriented,Communication,,
473be61e-5cd7-5c63-a009-c6d40ec536a2,Prepare budgets and approve budget expenditures.,TASK_9,,Supplemental,,,Team-Oriented,Communication,,
6e35d4ac-9fa2-5547-8bea-f4f73b1deb73,Confer or consult with department heads to plan advertising services and to secure information on equipment and customer specifications.,TASK_7,,Core,,,Team-Oriented,Communication,,
4b1ed89f-fd79-5724-87c1-fa0935563315,Visit franchised dealers to stimulate interest in establishment or expansion of leasing programs.,TASK_12,,Core,,,Public-Facing,Communication,,
4f9d7480-952b-591a-903d-1978b144471a,Advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.,TASK_8,,Core,,,Public-Facing,Process/Method,,
fc2ebe74-3ab8-5146-8f0b-0ba7cd88b922,"Direct, coordinate, and review sales and service accounting and record-keeping, as well as receiving and shipping.",TASK_6,,Supplemental,,,Public-Facing,Communication,,
